%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Timestamp (Formatted)
95.0, 150470.890625, 187500.0, -187500.015625, -433.2662048339844, -187500.015625, -8674.7568359375, -19011.833984375, -9246.0673828125, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.615478366085482E9, 2021-03-11 16:59:26.085
96.0, 150230.3125, 187500.0, -187500.015625, -459.6636047363281, -187500.015625, -8906.0966796875, -19247.869140625, -9482.3916015625, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.615478366085486E9, 2021-03-11 16:59:26.085
97.0, 150536.578125, 187500.0, -187500.015625, -762.9544067382812, -187500.015625, -8630.3662109375, -18957.900390625, -9231.76171875, 0.14800000190734863, 0.8880000710487366, 0.33000001311302185, 192.0, 4.0, 160.0, 27.0, 192.0, 10.0, 80.0, 0.0, 0.0, 0.0, 1.6154783660855002E9, 2021-03-11 16:59:26.085
98.0, 150858.9375, 187500.0, -187500.015625, -849.6568603515625, -187500.015625, -8329.5556640625, -18640.68359375, -8934.1259765625, 0.14800000190734863, 0.8880000710487366, 0.33000001311302185, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.615478366085503E9, 2021-03-11 16:59:26.085
99.0, 150767.859375, 187500.0, -187500.015625, -694.0440063476562, -187500.015625, -8408.703125, -18716.90234375, -8992.888671875, 0.14800000190734863, 0.8880000710487366, 0.33000001311302185, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660855055E9, 2021-03-11 16:59:26.085
100.0, 150469.953125, 187500.0, -187500.015625, -425.59954833984375, -187500.015625, -8677.4833984375, -18999.138671875, -9240.3447265625, 0.14800000190734863, 0.8880000710487366, 0.33000001311302185, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660855083E9, 2021-03-11 16:59:26.085
101.0, 150245.875, 187500.0, -187500.015625, -459.1048278808594, -187500.015625, -8893.6025390625, -19233.25, -9466.1650390625, 0.14800000190734863, 0.8880000710487366, 0.33000001311302185, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.615478366085512E9, 2021-03-11 16:59:26.085
102.0, 150560.390625, 187500.0, -187500.015625, -765.971923828125, -187500.015625, -8607.6787109375, -18942.9453125, -9208.9404296875, 0.14800000190734863, 0.8880000710487366, 0.33000001311302185, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660855155E9, 2021-03-11 16:59:26.085
103.0, 150880.953125, 187500.0, -187500.015625, -837.430419921875, -187500.015625, -8314.423828125, -18635.251953125, -8916.6689453125, 0.14800000190734863, 0.8880000710487366, 0.33000001311302185, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660855184E9, 2021-03-11 16:59:26.085
104.0, 150798.390625, 187500.0, -187500.015625, -693.5299072265625, -187500.015625, -8407.5859375, -18719.25, -8985.892578125, 0.14800000190734863, 0.8880000710487366, 0.33000001311302185, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.615478366085522E9, 2021-03-11 16:59:26.085
